tax_id	GeneID	relationship	Other_tax_id	Other_GeneID
9606	54	Ortholog	10090	11433
9606	54	Ortholog	10116	25732
9606	55	Ortholog	10090	56318
9606	55	Ortholog	10116	56780
9606	56	Ortholog	10090	11451
9606	58	Ortholog	10090	11459
9606	58	Ortholog	10116	29437
9606	59	Ortholog	10090	11475
9606	59	Ortholog	10116	81633
9606	60	Ortholog	10090	11461
9606	60	Ortholog	10116	81822
9606	70	Ortholog	10090	11464
9606	70	Ortholog	10116	29275
9606	71	Ortholog	10090	11465
9606	71	Ortholog	10116	287876
9606	72	Ortholog	10090	11468
9606	72	Ortholog	10116	25365
9606	81	Ortholog	10090	60595
9606	81	Ortholog	10116	63836
9606	86	Ortholog	10090	56456
9606	86	Ortholog	10116	361925
9606	87	Ortholog	10090	109711
9606	87	Ortholog	10116	81634
9606	88	Ortholog	10090	11472
9606	88	Ortholog	10116	291245
9606	89	Ortholog	10090	11474
9606	89	Ortholog	10116	171009
9606	90	Ortholog	10090	11477
9606	90	Ortholog	10116	79558
9606	91	Ortholog	10090	11479
9606	91	Ortholog	10116	29381
9606	92	Ortholog	10090	11480
9606	92	Ortholog	10116	29263
9606	93	Ortholog	10090	11481
9606	93	Ortholog	10116	25366
9606	94	Ortholog	10090	11482
9606	94	Ortholog	10116	25237
9606	95	Ortholog	10090	109652
9606	95	Ortholog	10116	300981
9606	97	Ortholog	10090	66204
9606	97	Ortholog	10116	299203
9606	98	Ortholog	10090	75572
9606	98	Ortholog	10116	364224
9606	100	Ortholog	10090	11486
9606	100	Ortholog	10116	24165
9606	101	Ortholog	10090	11501
9606	101	Ortholog	10116	499285
9606	102	Ortholog	10090	11487
9606	102	Ortholog	10116	29650
9606	103	Ortholog	10090	56417
9606	103	Ortholog	10116	81635
9606	104	Ortholog	10090	110532
9606	104	Ortholog	10116	25367
9606	105	Ortholog	10090	94191
9606	105	Ortholog	10116	117088
9606	107	Ortholog	10090	432530
9606	107	Ortholog	10116	305509
9606	108	Ortholog	10090	210044
9606	108	Ortholog	10116	81636
9606	109	Ortholog	10116	64508
9606	111	Ortholog	10090	224129
9606	111	Ortholog	10116	64532
9606	112	Ortholog	10090	11512
9606	112	Ortholog	10116	25289
9606	113	Ortholog	10090	11513
9606	113	Ortholog	10116	84420
9606	114	Ortholog	10090	11514
9606	114	Ortholog	10116	29241
9606	115	Ortholog	10090	11515
9606	115	Ortholog	10116	302950
9606	116	Ortholog	10090	11516
9606	116	Ortholog	10116	24166
9606	117	Ortholog	10090	11517
9606	117	Ortholog	10116	24167
9606	118	Ortholog	10090	11518
9606	118	Ortholog	10116	24170
9606	119	Ortholog	10090	11519
9606	119	Ortholog	10116	24171
9606	120	Ortholog	10090	27360
9606	120	Ortholog	10116	25230
9606	123	Ortholog	10090	11520
9606	123	Ortholog	10116	298199
9606	126	Ortholog	10090	11522
9606	126	Ortholog	10116	24172
9606	127	Ortholog	10090	26876
9606	127	Ortholog	10116	29646
9606	128	Ortholog	10090	11532
9606	128	Ortholog	10116	100145871
9606	130	Ortholog	10116	310903
9606	131	Ortholog	10090	11529
9606	131	Ortholog	10116	171178
9606	132	Ortholog	10090	11534
9606	132	Ortholog	10116	25368
9606	133	Ortholog	10090	11535
9606	133	Ortholog	10116	25026
9606	134	Ortholog	10090	11539
9606	134	Ortholog	10116	29290
9606	135	Ortholog	10090	11540
9606	135	Ortholog	10116	25369
9606	136	Ortholog	10090	11541
9606	136	Ortholog	10116	29316
9606	140	Ortholog	10090	11542
9606	140	Ortholog	10116	100911796
9606	141	Ortholog	10090	11544
9606	141	Ortholog	10116	25371
9606	142	Ortholog	10090	11545
9606	142	Ortholog	10116	25591
9606	143	Ortholog	10090	328417
9606	143	Ortholog	10116	361046
9606	146	Ortholog	10090	11550
9606	146	Ortholog	10116	29413
9606	147	Ortholog	10090	11548
9606	147	Ortholog	10116	24173
9606	148	Ortholog	10090	11549
9606	148	Ortholog	10116	29412
9606	150	Ortholog	10090	11551
9606	150	Ortholog	10116	25083
9606	151	Ortholog	10090	11552
9606	151	Ortholog	10116	24174
9606	152	Ortholog	10090	11553
9606	152	Ortholog	10116	24175
9606	153	Ortholog	10090	11554
9606	153	Ortholog	10116	24925
9606	154	Ortholog	10090	11555
9606	154	Ortholog	10116	24176
9606	155	Ortholog	10090	11556
9606	155	Ortholog	10116	25645
9606	156	Ortholog	10090	110355
9606	156	Ortholog	10116	25238
9606	157	Ortholog	10090	320129
9606	157	Ortholog	10116	25372
9606	158	Ortholog	10090	11564
9606	158	Ortholog	10116	315150
9606	159	Ortholog	10090	11566
9606	159	Ortholog	10116	289276
9606	160	Ortholog	10090	11771
9606	160	Ortholog	10116	308578
9606	161	Ortholog	10090	11772
9606	161	Ortholog	10116	81637
9606	162	Ortholog	10090	11764
9606	162	Ortholog	10116	29663
9606	163	Ortholog	10090	71770
9606	163	Ortholog	10116	140670
9606	164	Ortholog	10090	11765
9606	164	Ortholog	10116	171494
9606	165	Ortholog	10090	11568
9606	165	Ortholog	10116	305494
9606	166	Ortholog	10090	14797
9606	166	Ortholog	10116	29466
9606	167	Ortholog	10090	11571
9606	167	Ortholog	10116	654517
9606	173	Ortholog	10090	280662
9606	174	Ortholog	10090	11576
9606	175	Ortholog	10090	11593
9606	175	Ortholog	10116	290923
9606	176	Ortholog	10090	11595
9606	176	Ortholog	10116	58968
9606	177	Ortholog	10090	11596
9606	177	Ortholog	10116	81722
9606	178	Ortholog	10090	77559
9606	178	Ortholog	10116	362029
9606	181	Ortholog	10090	11604
9606	181	Ortholog	10116	25582
9606	182	Ortholog	10090	16449
9606	182	Ortholog	10116	29146
9606	183	Ortholog	10090	11606
9606	183	Ortholog	10116	24179
9606	185	Ortholog	10090	11608
9606	185	Ortholog	10116	81638
9606	186	Ortholog	10090	11609
9606	186	Ortholog	10116	24182
9606	187	Ortholog	10090	23796
9606	187	Ortholog	10116	83518
9606	189	Ortholog	10090	11611
9606	189	Ortholog	10116	24792
9606	190	Ortholog	10090	11614
9606	190	Ortholog	10116	58850
9606	191	Ortholog	10090	269378
9606	191	Ortholog	10116	29443
9606	196	Ortholog	10090	11622
9606	196	Ortholog	10116	25690
9606	197	Ortholog	10090	11625
9606	197	Ortholog	10116	25373
9606	199	Ortholog	10090	11629
9606	199	Ortholog	10116	29427
9606	202	Ortholog	10090	11630
9606	202	Ortholog	10116	309866
9606	203	Ortholog	10090	11636
9606	203	Ortholog	10116	24183
9606	204	Ortholog	10090	11637
9606	204	Ortholog	10116	24184
9606	205	Ortholog	10090	11639
9606	205	Ortholog	10116	29223
9606	207	Ortholog	10090	11651
9606	207	Ortholog	10116	24185
9606	208	Ortholog	10090	11652
9606	208	Ortholog	10116	25233
9606	210	Ortholog	10090	17025
9606	210	Ortholog	10116	25374
9606	211	Ortholog	10090	11655
9606	211	Ortholog	10116	65155
9606	212	Ortholog	10090	11656
9606	212	Ortholog	10116	25748
9606	213	Ortholog	10090	11657
9606	213	Ortholog	10116	24186
9606	214	Ortholog	10090	11658
9606	214	Ortholog	10116	79559
9606	215	Ortholog	10090	11666
9606	215	Ortholog	10116	363516
9606	216	Ortholog	10116	24188
9606	217	Ortholog	10090	11669
9606	217	Ortholog	10116	29539
9606	218	Ortholog	10090	11670
9606	218	Ortholog	10116	25375
9606	219	Ortholog	10090	72535
9606	219	Ortholog	10116	298079
9606	220	Ortholog	10090	56847
9606	220	Ortholog	10116	266603
9606	221	Ortholog	10090	67689
9606	221	Ortholog	10116	309147
9606	223	Ortholog	10090	56752
9606	223	Ortholog	10116	64040
9606	224	Ortholog	10116	65183
9606	225	Ortholog	10090	26874
9606	225	Ortholog	10116	84356
9606	226	Ortholog	10090	11674
9606	226	Ortholog	10116	24189
9606	229	Ortholog	10090	230163
9606	229	Ortholog	10116	24190
9606	230	Ortholog	10090	11676
9606	230	Ortholog	10116	24191
9606	231	Ortholog	10090	11677
9606	231	Ortholog	10116	24192
9606	238	Ortholog	10090	11682
9606	238	Ortholog	10116	266802
9606	239	Ortholog	10090	11684
9606	239	Ortholog	10116	287454
9606	240	Ortholog	10090	11689
9606	240	Ortholog	10116	25290
9606	241	Ortholog	10090	11690
9606	241	Ortholog	10116	29624
9606	242	Ortholog	10090	11686
9606	242	Ortholog	10116	287425
9606	247	Ortholog	10090	11688
9606	247	Ortholog	10116	266604
9606	248	Ortholog	10090	76768
9606	249	Ortholog	10090	11647
9606	249	Ortholog	10116	25586
9606	257	Ortholog	10090	11694
9606	257	Ortholog	10116	365900
9606	258	Ortholog	10090	11698
9606	258	Ortholog	10116	25376
9606	259	Ortholog	10090	11699
9606	259	Ortholog	10116	25377
9606	262	Ortholog	10090	11702
9606	262	Ortholog	10116	81640
9606	265	Ortholog	10090	11704
9606	265	Ortholog	10116	29160
9606	267	Ortholog	10090	23802
9606	267	Ortholog	10116	361367
9606	268	Ortholog	10090	11705
9606	268	Ortholog	10116	25378
9606	269	Ortholog	10090	110542
9606	269	Ortholog	10116	29530
9606	270	Ortholog	10090	229665
9606	270	Ortholog	10116	25028
9606	271	Ortholog	10090	109674
9606	271	Ortholog	10116	362015
9606	272	Ortholog	10090	11717
9606	272	Ortholog	10116	25095
9606	273	Ortholog	10090	218038
9606	273	Ortholog	10116	60668
9606	274	Ortholog	10090	30948
9606	274	Ortholog	10116	117028
9606	275	Ortholog	10090	434437
9606	275	Ortholog	10116	306586
9606	283	Ortholog	10090	11727
9606	283	Ortholog	10116	305843
9606	284	Ortholog	10090	11600
9606	284	Ortholog	10116	89807
9606	285	Ortholog	10090	11601
9606	285	Ortholog	10116	89805
9606	286	Ortholog	10090	11733
9606	286	Ortholog	10116	306570
9606	287	Ortholog	10090	109676
9606	287	Ortholog	10116	362036
9606	288	Ortholog	10090	11735
9606	288	Ortholog	10116	361833
9606	290	Ortholog	10090	16790
9606	290	Ortholog	10116	81641
9606	291	Ortholog	10090	11739
9606	291	Ortholog	10116	85333
9606	292	Ortholog	10090	11740
9606	292	Ortholog	10116	25176
9606	301	Ortholog	10090	16952
9606	301	Ortholog	10116	25380
9606	302	Ortholog	10090	12306
9606	302	Ortholog	10116	56611
9606	306	Ortholog	10090	11745
9606	306	Ortholog	10116	25291
9606	307	Ortholog	10090	11746
9606	307	Ortholog	10116	79124
9606	308	Ortholog	10090	11747
9606	308	Ortholog	10116	25673
9606	309	Ortholog	10090	11749
9606	309	Ortholog	10116	79125
9606	310	Ortholog	10090	11750
9606	310	Ortholog	10116	155423
9606	311	Ortholog	10090	11744
9606	311	Ortholog	10116	290527
9606	312	Ortholog	10090	69787
9606	312	Ortholog	10116	362915
9606	313	Ortholog	10090	27052
9606	313	Ortholog	10116	498757
9606	314	Ortholog	10090	237940
9606	316	Ortholog	10090	11761
9606	316	Ortholog	10116	54349
9606	317	Ortholog	10090	11783
9606	317	Ortholog	10116	78963
9606	318	Ortholog	10090	66401
9606	318	Ortholog	10116	297998
9606	319	Ortholog	10090	103161
9606	320	Ortholog	10090	319924
9606	320	Ortholog	10116	83589
9606	321	Ortholog	10090	11784
9606	321	Ortholog	10116	83610
9606	322	Ortholog	10090	11785
9606	322	Ortholog	10116	29722
9606	323	Ortholog	10090	11787
9606	323	Ortholog	10116	305338
9606	324	Ortholog	10090	11789
9606	324	Ortholog	10116	24205
9606	325	Ortholog	10090	20219
9606	325	Ortholog	10116	29339
9606	326	Ortholog	10090	11634
9606	326	Ortholog	10116	294328
9606	327	Ortholog	10090	235606
9606	327	Ortholog	10116	24206
9606	328	Ortholog	10090	11792
9606	328	Ortholog	10116	79116
9606	329	Ortholog	10090	11797
9606	329	Ortholog	10116	60371
9606	331	Ortholog	10090	11798
9606	331	Ortholog	10116	63879
9606	332	Ortholog	10090	11799
9606	332	Ortholog	10116	64041
9606	333	Ortholog	10090	11803
9606	333	Ortholog	10116	502317
9606	334	Ortholog	10090	11804
9606	334	Ortholog	10116	64312
9606	335	Ortholog	10090	11806
9606	335	Ortholog	10116	25081
9606	336	Ortholog	10090	11807
9606	336	Ortholog	10116	25649
9606	337	Ortholog	10090	11808
9606	337	Ortholog	10116	25080
9606	338	Ortholog	10090	238055
9606	338	Ortholog	10116	54225
9606	339	Ortholog	10090	11810
9606	339	Ortholog	10116	25383
9606	341	Ortholog	10090	11812
9606	341	Ortholog	10116	25292
9606	343	Ortholog	10090	11833
9606	343	Ortholog	10116	29172
9606	344	Ortholog	10090	11813
9606	344	Ortholog	10116	292697
9606	345	Ortholog	10090	11814
9606	345	Ortholog	10116	24207
9606	346	Ortholog	10090	11425
9606	346	Ortholog	10116	680551
9606	347	Ortholog	10090	11815
9606	347	Ortholog	10116	25239
9606	348	Ortholog	10090	11816
9606	348	Ortholog	10116	25728
9606	350	Ortholog	10090	11818
9606	350	Ortholog	10116	287774
9606	351	Ortholog	10090	11820
9606	351	Ortholog	10116	54226
9606	353	Ortholog	10090	11821
9606	353	Ortholog	10116	292072
9606	355	Ortholog	10090	14102
9606	355	Ortholog	10116	246097
9606	356	Ortholog	10090	14103
9606	356	Ortholog	10116	25385
9606	357	Ortholog	10090	110380
9606	357	Ortholog	10116	317435
9606	358	Ortholog	10090	11826
9606	358	Ortholog	10116	25240
9606	359	Ortholog	10090	11827
9606	359	Ortholog	10116	25386
9606	360	Ortholog	10090	11828
9606	360	Ortholog	10116	65133
9606	361	Ortholog	10090	11829
9606	361	Ortholog	10116	25293
9606	362	Ortholog	10090	11830
9606	362	Ortholog	10116	25241
9606	363	Ortholog	10090	11831
9606	363	Ortholog	10116	29170
9606	364	Ortholog	10090	11832
9606	364	Ortholog	10116	29171
9606	366	Ortholog	10090	64008
9606	366	Ortholog	10116	65054
9606	367	Ortholog	10090	11835
9606	367	Ortholog	10116	24208
9606	368	Ortholog	10090	27421
9606	368	Ortholog	10116	81642
9606	369	Ortholog	10090	11836
9606	369	Ortholog	10116	64363
9606	372	Ortholog	10090	213827
9606	372	Ortholog	10116	300674
9606	373	Ortholog	10090	81003
9606	373	Ortholog	10116	81002
9606	374	Ortholog	10090	11839
9606	374	Ortholog	10116	29183
9606	375	Ortholog	10090	11840
9606	375	Ortholog	10116	64310
9606	377	Ortholog	10090	11842
9606	377	Ortholog	10116	140940
9606	378	Ortholog	10090	11843
9606	378	Ortholog	10116	79120
9606	379	Ortholog	10090	80981
9606	379	Ortholog	10116	303559
9606	381	Ortholog	10090	11844
9606	381	Ortholog	10116	79117
9606	382	Ortholog	10090	11845
9606	382	Ortholog	10116	79121
9606	383	Ortholog	10090	11846
9606	383	Ortholog	10116	29221
9606	384	Ortholog	10090	11847
9606	384	Ortholog	10116	29215
9606	387	Ortholog	10090	11848
9606	387	Ortholog	10116	117273
9606	388	Ortholog	10090	11852
9606	388	Ortholog	10116	64373
9606	389	Ortholog	10090	11853
9606	389	Ortholog	10116	295342
9606	390	Ortholog	10090	74194
9606	390	Ortholog	10116	295588
9606	391	Ortholog	10090	56212
9606	391	Ortholog	10116	308875
9606	392	Ortholog	10090	228359
9606	392	Ortholog	10116	311193
9606	393	Ortholog	10090	171207
9606	393	Ortholog	10116	246249
9606	394	Ortholog	10090	11855
9606	394	Ortholog	10116	299012
9606	395	Ortholog	10090	11856
9606	395	Ortholog	10116	100363276
9606	396	Ortholog	10090	192662
9606	396	Ortholog	10116	360678
9606	397	Ortholog	10090	11857
9606	397	Ortholog	10116	362456
9606	398	Ortholog	10090	14570
9606	398	Ortholog	10116	360500
9606	399	Ortholog	10090	74734
9606	399	Ortholog	10116	305341
9606	400	Ortholog	10090	104303
9606	400	Ortholog	10116	64187
9606	401	Ortholog	10090	11859
9606	401	Ortholog	10116	116648
9606	402	Ortholog	10090	56327
9606	402	Ortholog	10116	65142
9606	403	Ortholog	10090	56350
9606	403	Ortholog	10116	64664
9606	405	Ortholog	10090	11863
9606	405	Ortholog	10116	25242
9606	406	Ortholog	10090	11865
9606	406	Ortholog	10116	29657
9606	407	Ortholog	10090	170735
9606	407	Ortholog	10116	171107
9606	408	Ortholog	10090	109689
9606	408	Ortholog	10116	25387
9606	409	Ortholog	10090	216869
9606	409	Ortholog	10116	25388
9606	410	Ortholog	10090	11883
9606	410	Ortholog	10116	315222
9606	411	Ortholog	10090	11881
9606	411	Ortholog	10116	25227
9606	412	Ortholog	10090	20905
9606	412	Ortholog	10116	24800
9606	417	Ortholog	10090	11870
9606	417	Ortholog	10116	308873
9606	419	Ortholog	10090	109979
9606	419	Ortholog	10116	305235
9606	420	Ortholog	10090	109978
9606	420	Ortholog	10116	312806
9606	421	Ortholog	10090	11877
9606	421	Ortholog	10116	303798
9606	427	Ortholog	10090	11886
9606	427	Ortholog	10116	84431
9606	429	Ortholog	10090	17172
9606	429	Ortholog	10116	64186
9606	430	Ortholog	10090	17173
9606	430	Ortholog	10116	24209
9606	433	Ortholog	10090	11890
9606	433	Ortholog	10116	29403
9606	434	Ortholog	10090	50518
9606	434	Ortholog	10116	24152
9606	435	Ortholog	10090	109900
9606	435	Ortholog	10116	59085
9606	438	Ortholog	10090	107626
9606	438	Ortholog	10116	246281
9606	439	Ortholog	10090	56495
9606	439	Ortholog	10116	288919
9606	440	Ortholog	10090	27053
9606	440	Ortholog	10116	25612
9606	443	Ortholog	10090	11484
9606	443	Ortholog	10116	79251
9606	444	Ortholog	10090	65973
9606	444	Ortholog	10116	312981
9606	445	Ortholog	10090	11898
9606	445	Ortholog	10116	25698
9606	460	Ortholog	10090	11899
9606	460	Ortholog	10116	304900
9606	462	Ortholog	10090	11905
9606	462	Ortholog	10116	304917
9606	463	Ortholog	10090	11906
9606	463	Ortholog	10116	307829
9606	466	Ortholog	10090	11908
9606	466	Ortholog	10116	315305
9606	467	Ortholog	10090	11910
9606	467	Ortholog	10116	25389
9606	468	Ortholog	10090	11911
9606	468	Ortholog	10116	79255
9606	471	Ortholog	10090	108147
9606	471	Ortholog	10116	81643
9606	472	Ortholog	10090	11920
9606	472	Ortholog	10116	300711
9606	473	Ortholog	10090	68703
9606	473	Ortholog	10116	116665
9606	474	Ortholog	10090	11921
9606	474	Ortholog	10116	500156
9606	475	Ortholog	10090	11927
9606	475	Ortholog	10116	84355
9606	476	Ortholog	10090	11928
9606	476	Ortholog	10116	24211
9606	478	Ortholog	10090	232975
9606	478	Ortholog	10116	24213
9606	479	Ortholog	10090	192113
9606	479	Ortholog	10116	171028
9606	480	Ortholog	10090	27222
9606	480	Ortholog	10116	29132
9606	481	Ortholog	10090	11931
9606	481	Ortholog	10116	25650
9606	482	Ortholog	10090	11932
9606	482	Ortholog	10116	24214
9606	483	Ortholog	10090	11933
9606	483	Ortholog	10116	25390
9606	486	Ortholog	10090	11936
9606	486	Ortholog	10116	29639
9606	487	Ortholog	10090	11937
9606	487	Ortholog	10116	116601
9606	488	Ortholog	10090	11938
9606	488	Ortholog	10116	29693
9606	489	Ortholog	10090	53313
9606	489	Ortholog	10116	25391
9606	490	Ortholog	10090	67972
9606	490	Ortholog	10116	29598
9606	491	Ortholog	10090	11941
9606	491	Ortholog	10116	24215
9606	492	Ortholog	10090	320707
9606	492	Ortholog	10116	29599
9606	493	Ortholog	10090	381290
9606	493	Ortholog	10116	29600
9606	495	Ortholog	10090	11944
9606	495	Ortholog	10116	24216
9606	496	Ortholog	10090	11945
9606	496	Ortholog	10116	24217
9606	498	Ortholog	10090	11946
9606	498	Ortholog	10116	65262
9606	501	Ortholog	10090	110695
9606	501	Ortholog	10116	291450
9606	506	Ortholog	10090	11947
9606	506	Ortholog	10116	171374
9606	509	Ortholog	10090	11949
9606	509	Ortholog	10116	116550
9606	513	Ortholog	10090	66043
9606	513	Ortholog	10116	245965
9606	514	Ortholog	10090	67126
9606	514	Ortholog	10116	245958
9606	515	Ortholog	10090	11950
9606	515	Ortholog	10116	171375
9606	516	Ortholog	10090	11951
9606	516	Ortholog	10116	29754
9606	517	Ortholog	10090	67942
9606	517	Ortholog	10116	171082
9606	518	Ortholog	10090	228033
9606	518	Ortholog	10116	114630
9606	521	Ortholog	10090	11958
9606	521	Ortholog	10116	140608
9606	522	Ortholog	10090	11957
9606	522	Ortholog	10116	94271
9606	523	Ortholog	10090	11964
9606	523	Ortholog	10116	685232
9606	525	Ortholog	10090	110935
9606	525	Ortholog	10116	312488
9606	526	Ortholog	10090	11966
9606	526	Ortholog	10116	117596
9606	527	Ortholog	10090	11984
9606	527	Ortholog	10116	170667
9606	528	Ortholog	10090	66335
9606	528	Ortholog	10116	299971
9606	529	Ortholog	10090	11973
9606	529	Ortholog	10116	297566
9606	533	Ortholog	10090	114143
9606	533	Ortholog	10116	298451
9606	534	Ortholog	10090	66237
9606	534	Ortholog	10116	368044
9606	535	Ortholog	10090	11975
9606	535	Ortholog	10116	29757
9606	537	Ortholog	10090	54411
9606	537	Ortholog	10116	83615
9606	538	Ortholog	10090	11977
9606	538	Ortholog	10116	24941
9606	539	Ortholog	10090	28080
9606	539	Ortholog	10116	192241
9606	540	Ortholog	10090	11979
9606	540	Ortholog	10116	24218
9606	545	Ortholog	10090	245000
9606	545	Ortholog	10116	685055
9606	546	Ortholog	10090	22589
9606	546	Ortholog	10116	246284
9606	547	Ortholog	10090	16560
9606	547	Ortholog	10116	363288
9606	549	Ortholog	10090	11992
9606	549	Ortholog	10116	361215
9606	550	Ortholog	10090	11993
9606	550	Ortholog	10116	680423
9606	551	Ortholog	10090	11998
9606	551	Ortholog	10116	24221
9606	552	Ortholog	10090	54140
9606	552	Ortholog	10116	25107
9606	553	Ortholog	10090	26361
9606	553	Ortholog	10116	100909648
9606	554	Ortholog	10090	12000
9606	554	Ortholog	10116	25108
9606	558	Ortholog	10090	26362
9606	558	Ortholog	10116	308444
9606	563	Ortholog	10090	12007
9606	563	Ortholog	10116	25294
9606	567	Ortholog	10090	12010
9606	567	Ortholog	10116	24223
9606	570	Ortholog	10090	12012
9606	570	Ortholog	10116	29725
9606	571	Ortholog	10090	12013
9606	571	Ortholog	10116	304127
9606	572	Ortholog	10090	12015
9606	572	Ortholog	10116	64639
9606	573	Ortholog	10090	12017
9606	573	Ortholog	10116	297994
9606	575	Ortholog	10090	107831
9606	575	Ortholog	10116	362931
9606	576	Ortholog	10090	230775
9606	576	Ortholog	10116	313058
9606	577	Ortholog	10090	210933
9606	577	Ortholog	10116	301309
9606	578	Ortholog	10090	12018
9606	578	Ortholog	10116	116502
9606	579	Ortholog	10090	12020
9606	579	Ortholog	10116	682329
9606	580	Ortholog	10090	12021
9606	580	Ortholog	10116	64557
9606	581	Ortholog	10090	12028
9606	581	Ortholog	10116	24887
9606	582	Ortholog	10090	52028
9606	582	Ortholog	10116	309156
9606	583	Ortholog	10090	67378
9606	583	Ortholog	10116	113948
9606	585	Ortholog	10090	102774
9606	585	Ortholog	10116	300754
9606	586	Ortholog	10090	12035
9606	586	Ortholog	10116	29592
9606	587	Ortholog	10090	12036
9606	587	Ortholog	10116	64203
9606	590	Ortholog	10090	12038
9606	590	Ortholog	10116	65036
9606	593	Ortholog	10090	12039
9606	593	Ortholog	10116	25244
9606	594	Ortholog	10090	12040
9606	594	Ortholog	10116	29711
9606	595	Ortholog	10090	12443
9606	595	Ortholog	10116	58919
9606	596	Ortholog	10090	12043
9606	596	Ortholog	10116	24224
9606	597	Ortholog	10116	170929
9606	598	Ortholog	10090	12048
9606	598	Ortholog	10116	24888
9606	599	Ortholog	10090	12050
9606	599	Ortholog	10116	60434
9606	602	Ortholog	10090	12051
9606	602	Ortholog	10116	680611
9606	604	Ortholog	10090	12053
9606	604	Ortholog	10116	303836
9606	605	Ortholog	10090	77045
9606	605	Ortholog	10116	690085
9606	607	Ortholog	10090	77578
9606	607	Ortholog	10116	310704
9606	608	Ortholog	10090	21935
9606	608	Ortholog	10116	287034
9606	610	Ortholog	10090	15166
9606	610	Ortholog	10116	114244
9606	611	Ortholog	10090	12057
9606	611	Ortholog	10116	81644
9606	613	Ortholog	10090	110279
9606	613	Ortholog	10116	309696
9606	617	Ortholog	10090	66821
9606	617	Ortholog	10116	301514
9606	622	Ortholog	10090	71911
9606	622	Ortholog	10116	117099
9606	623	Ortholog	10090	12061
9606	623	Ortholog	10116	81509
9606	624	Ortholog	10090	12062
9606	624	Ortholog	10116	25245
9606	627	Ortholog	10090	12064
9606	627	Ortholog	10116	24225
9606	629	Ortholog	10090	14962
9606	629	Ortholog	10116	294257
9606	631	Ortholog	10090	12075
9606	631	Ortholog	10116	25394
9606	632	Ortholog	10090	12096
9606	632	Ortholog	10116	25295
9606	633	Ortholog	10090	12111
9606	633	Ortholog	10116	25181
9606	634	Ortholog	10116	81613
9606	635	Ortholog	10090	12116
9606	635	Ortholog	10116	81508
9606	636	Ortholog	10090	12121
9606	636	Ortholog	10116	362466
9606	637	Ortholog	10090	12122
9606	637	Ortholog	10116	64625
9606	638	Ortholog	10090	12124
9606	638	Ortholog	10116	114496
9606	639	Ortholog	10090	12142
9606	639	Ortholog	10116	309871
9606	640	Ortholog	10090	12143
9606	640	Ortholog	10116	364403
9606	641	Ortholog	10090	12144
9606	641	Ortholog	10116	308755
9606	642	Ortholog	10090	104184
9606	642	Ortholog	10116	287552
9606	643	Ortholog	10090	12145
9606	643	Ortholog	10116	29363
9606	644	Ortholog	10090	109778
9606	644	Ortholog	10116	116599
9606	645	Ortholog	10090	233016
9606	645	Ortholog	10116	292737
9606	646	Ortholog	10090	12173
